소장구분,유물명,한자명칭,국적/시대,용도
국립1-공주-공주,土製把手付盞,,한국-백제,식-음식기-음식
국립1-공주-공주,細形銅劍,,한국-청동기,군사-근력무기-도검
국립1-공주-공주,蓮花文瓦當,,한국-백제,주-건축부재-지붕재
국립1-공주-공주,土製廣口長頸壺,,한국-백제,사회생활-의례생활-상장
국립1-공주-공주,土製三足器,,한국-백제,사회생활-의례생활-상장
국립1-공주-공주,土製高杯,,한국-백제,식-음식기-음식
국립1-공주-공주,土製蓋杯,,한국-백제,사회생활-의례생활-상장
국립1-공주-공주,銀製冠飾,,한국-백제,의-관모-관건식
국립1-공주-공주,土製綠釉甁,,한국-통일신라,식-음식기-음식
국립1-공주-공주,磨製石劒,,한국-청동기,군사-근력무기-도검
국립1-공주-공주,磨製石鏃,,한국-청동기,군사-근력무기-궁시
국립1-공주-공주,土製圓底短頸壺,,한국-원삼국,식-음식기-저장운반
국립1-공주-공주,土製瓢形壺,,한국-원삼국,식-음식기-저장운반
국립1-공주-공주,土製甕棺,,한국-원삼국,사회생활-의례생활-상장
국립1-공주-공주,土製直口短頸壺,,한국-백제,식-음식기-저장운반
국립1-공주-공주,土製平底壺,,한국-백제,식-음식기-저장운반
국립1-공주-공주,土製小形兩耳附壺,,한국-백제,식-음식기-저장운반
국립1-공주-공주,土製兩耳附壺,,한국-백제,식-음식기-저장운반
국립1-공주-공주,土製鉢,,한국-백제,식-음식기-음식
국립1-공주-공주,土製二重口緣壺,,한국-백제,식-음식기-저장운반
국립1-공주-공주,土製直口短頸壺,,한국-백제,식-음식기-저장운반
국립1-공주-공주,白磁甁 및 白磁盞,,한국-조선,식-음식기-음식
국립1-공주-공주,粉靑沙器甁,,한국-조선,식-음식기-음식
국립1-공주-공주,목제빗,,한국-조선,주-생활용품-화장구
국립1-공주-공주,갈색명주누비포,,한국-조선,의-의류-평상복
국립1-공주-공주,명주누비포,,한국-조선,의-의류-평상복
국립1-공주-공주,갈색명주누비포,,한국-조선,의-의류-평상복
국립1-공주-공주,모시치마,,한국-조선,의-의류-평상복
국립1-공주-공주,빗살무늬토기동체편,櫛文土器胴體片,한국-신석기,의-기타-기타
국립1-공주-공주,木製鞍橋,,한국-백제,군사-장비-마구
국립1-공주-공주,"木製匙, 주걱",,한국-백제,식-음식기-음식
국립1-공주-공주,黑漆木器,,한국-백제,주--
국립1-공주-공주,이엉,,한국-백제,기타-용도불명-기타
국립1-공주-공주,鐵製銀入絲環頭大刀,둥근고리자루칼,한국-백제,군사-근력무기-도검
국립1-공주-공주,鐵矛,쇠창,한국-백제,군사-근력무기-모극
국립1-공주-공주,黑色磨硏壺,흑색마연호,한국-백제,식-음식기-저장운반
국립1-공주-공주,倣製鏡,본뜬거울,한국-백제,주-생활용품-화장구
국립1-공주-공주,연꽃무늬수막새편蓮花文瓦當片,,한국-백제,주-건축부재-지붕재
국립1-공주-공주,토제그릇받침편土製器臺片,,한국-백제,식-음식기-음식
국립1-공주-공주,토제그릇받침편土製器臺片,,한국-백제,식-음식기-음식
국립1-공주-공주,뚜껑세발토기有蓋三足杯,,한국-백제,식-음식기-음식
국립1-공주-공주,토제등잔土製燈盞,,한국-백제,주-생활용품-조명구
국립1-공주-공주,굽다리접시土製高杯,,한국-백제,식-음식기-음식
국립1-공주-공주,수키와圓瓦,,한국-백제,주-건축부재-지붕재
국립1-공주-공주,수키와圓瓦,,한국-백제,주-건축부재-지붕재
국립1-공주-기타,蓮花文瓦當片,연꽃무늬수막새편,한국-백제,주-건축부재-지붕재
국립1-공주-기타,土製器臺片,그릇받침편,한국-백제,식-음식기-음식
국립1-공주-기타,土製器臺片,그릇받침편,한국-백제,식-음식기-음식
국립1-공주-기타,有蓋三足杯,뚜껑세발토기,한국-백제,식-음식기-음식
국립1-공주-기타,土製燈盞,등잔,한국-백제,주-생활용품-조명구
국립1-공주-기타,土製高杯,굽다리접시,한국-백제,식-음식기-음식
국립1-공주-기타,圓瓦,수키와,한국-백제,주-건축부재-지붕재
국립1-공주-기타,圓瓦,수키와편,한국-백제,주-건축부재-지붕재
국립1-공주-기타,黑色磨硏壺,흑색마연호,한국-백제,식-음식기-저장운반
국립1-공주-기타,倣製鏡,본뜬거울,한국-백제,주-생활용품-화장구
국립1-공주-기타,鐵製銀入絲環頭大刀,둥근고리자루칼,한국-백제,군사-근력무기-도검
국립1-공주-기타,鐵矛,쇠창,한국-백제,군사-근력무기-모극
국립1-공주-기타,長鼓形土製品,,한국-백제,기타-용도불명-용도불명품
국립1-공주-기타,金銅單鳳環頭大刀,,한국-백제,군사-근력무기-도검
국립1-공주-기타,鐵製大刀,,한국-백제,군사-근력무기-도검
국립1-공주-기타,鐵製環頭大刀,,한국-백제,군사-근력무기-도검
국립1-공주-기타,鐵製環頭大刀,,한국-백제,군사-근력무기-도검
국립1-공주-기타,鐵製銀象嵌環頭大刀,,한국-백제,군사-근력무기-도검
국립1-공주-기타,金銅製耳飾,,한국-백제,의-장신구-신체장식
국립1-공주-기타,金製耳飾,,한국-백제,의-장신구-신체장식
국립1-공주-기타,金銅製耳飾,,한국-백제,의-장신구-신체장식
국립1-공주-기타,鐵製鏃,,한국-백제,군사-근력무기-궁시
국립1-공주-기타,金銅製具附圭形板,,한국-백제,군사-장비-궁술
국립1-공주-기타,鐵矛,,한국-백제,군사-근력무기-모극
국립1-공주-기타,鐵製銜,재갈,한국-백제,교통/통신-마구-제어
국립1-공주-기타,鐵製劍菱形杏葉,,한국-백제,교통/통신-마구-장식
국립1-공주-기타,鐵製子,,한국-백제,교통/통신-마구-안정
국립1-공주-기타,土製有蓋黑色磨硏壺,,한국-백제,식-음식기-저장운반
국립1-공주-기타,土製有蓋黑色磨硏壺,,한국-백제,식-음식기-저장운반
국립1-공주-기타,土製黑色磨硏壺,,한국-백제,식-음식기-저장운반
국립1-공주-기타,鐵製 鋤,살포,한국-백제,산업/생업-농업-파종경작
국립1-공주-기타,黑釉鷄首甁,,한국-백제,식-음식기-음식
국립1-공주-기타,목제양이두,,,
국립1-광주-광주,磨製石劍,간돌검,한국-청동기,사회생활-의례생활-상장
국립1-광주-광주,土製高杯,굽다리 접시,한국-백제,식-음식기-음식
국립1-광주-광주,土製高杯,굽다리 접시,한국-백제,식-음식기-음식
국립1-광주-광주,토제완,토제완,한국-백제,식-음식기-음식
국립1-광주-광주,土製平底壺,납작바닥 토기 단지,한국-백제,식-음식기-저장운반
국립1-광주-광주,土製平底壺,납작바닥 토기 단지,한국-백제,식-음식기-저장운반
국립1-광주-광주,土製圓底壺,둥근바닥 토기 단지,한국-백제,식-음식기-저장운반
국립1-광주-광주,土製長頸壺,긴목 단지,한국-백제,식-음식기-저장운반
국립1-광주-광주,土製長頸壺,긴목 단지,한국-백제,식-음식기-저장운반
국립1-광주-광주,土製紡錘車,가락 바퀴,한국-백제,산업/생업-공업-염직
국립1-광주-광주,鐵斧,쇠도끼,한국-백제,산업/생업-임업-임산물생산
국립1-광주-광주,土製平底壺,납작바닥 토기 단지,한국-백제,식-음식기-저장운반
국립1-광주-광주,靑磁완,청자완,한국-고려,식-음식기-음식
국립1-광주-광주,銅製匙,청동 수저,한국-고려,식-음식기-음식
국립1-광주-광주,磨製石斧,간돌도끼,한국-청동기,산업/생업-임업-임산물생산
국립1-광주-광주,雜釉甁,잡유병,한국-고려,식-음식기-음식
국립1-광주-광주,土製有孔廣口小壺,귀때 단지,한국-백제,사회생활-의례생활-상장
국립1-광주-광주,土製兩耳圓底壺,두귀 단지,한국-백제,식-음식기-저장운반
국립1-광주-광주,土製蓋杯,뚜껑 접시,한국-백제,사회생활-의례생활-상장
국립1-광주-광주,白磁鉢,백자발,한국-조선,식-음식기-음식
국립1-광주-광주,雜釉甁,잡유병,한국-고려,식-음식기-음식
국립1-광주-광주,靑磁釉甁,청자유병,한국-고려,식-음식기-음식
국립1-광주-광주,石鏃,돌화살촉,한국-청동기,군사-근력무기-궁시
국립1-광주-광주,磨製石斧,간돌도끼,한국-청동기,산업/생업-임업-임산물생산
국립1-광주-광주,磨製石斧,간돌도끼,한국-청동기,산업/생업-임업-임산물생산
국립1-광주-광주,粉靑沙器귀얄文甁,분청사기귀얄문병,한국-조선,식-음식기-음식
국립1-광주-광주,鐵畵靑磁唐草文甁,철화청자당초문병,한국-고려,식-음식기-음식
국립1-광주-광주,靑磁素文大,청자소문대접,한국-고려,식-음식기-음식
국립1-광주-광주,靑磁素文대접,청자소문대접,한국-고려,식-음식기-음식
국립1-광주-광주,靑銅대접,청동대접,한국-고려,식-음식기-음식
국립1-광주-광주,靑銅접시,청동접시,한국-고려,식-음식기-음식
국립1-광주-광주,砲身,포신,한국-조선,군사-화약무기-포
국립1-광주-광주,靑磁瑞獸形硯滴,청자서수형연적,중국-원,주-생활용품-문방구
국립1-광주-광주,靑磁象嵌菊唐草文有蓋小壺,청자상감국당초문유개소호,한국-고려,사회생활-의례생활-상장
국립1-광주-광주,靑磁象嵌菊花文盒,청자상감국화문합,한국-고려,주-생활용품-화장구
국립1-광주-광주,靑磁鐵繪唐草紋油甁,청자철회당초문유병,한국-고려,주-생활용품-화장구
국립1-광주-광주,粉靑沙器 象嵌印花文 장군,분청사기 상감인화문 장군,한국-조선,식-음식기-저장운반
국립1-광주-광주,靑磁陰刻蓮瓣文완,청자음각연판문완,한국-고려,식-음식기-음식
국립1-광주-광주,粉靑沙器剝地牡丹文 자라병,분청사기박지모란문 자라병,한국-조선,식-음식기-음식
국립1-광주-광주,土器印花文甁,토기인화문병,한국-통일신라,식-음식기-음식
국립1-광주-광주,白磁明器,백자명기,한국-조선,사회생활-의례생활-상장
국립1-광주-광주,圓底壺,둥근바닥 항아리,한국-백제,식-음식기-저장운반
국립1-광주-광주,圓底土器壺,둥근바닥 토기 단지,한국-백제,식-음식기-저장운반
국립1-광주-광주,有孔廣口小壺,구멍무늬입큰작은단지,한국-백제,식-음식기-저장운반
국립1-광주-광주,土器壺,토기단지,한국-백제,식-음식기-저장운반
국립1-광주-광주,金銅製 재갈,,한국-백제,군사-장비-마구
국립1-광주-광주,鐵製登子,,한국-백제,군사-장비-마구
국립1-광주-광주,銅鏡,구리거울,한국-백제,주-생활용품-화장구
국립1-광주-광주,銅鈴,구리 방울,한국-백제,종교신앙-민간신앙-무속신앙
국립1-광주-광주,靑磁象嵌石榴文대접,청자상감석류문대접,한국-고려,식-음식기-음식
국립1-광주-광주,有孔廣口小壺,구멍무늬 입큰 단지,한국-백제,식-음식기-저장운반
국립1-광주-광주,粉靑沙器 印花文 접시,분청사기 인화문 접시,한국-조선,식-음식기-음식
국립1-광주-광주,靑磁素文注口壺,청자민문귀때단지,한국-고려,식-음식기-저장운반
국립1-광주-광주,靑磁貼花牡丹文 香爐,청자첩화모란문 향로,중국-원,사회생활-의례생활-제례
국립1-광주-광주,長頸壺,목단지,한국-백제,식-음식기-저장운반
국립1-광주-광주,有孔廣口小壺,구멍무늬 입큰 작은단지,한국-백제,사회생활-의례생활-상장
국립1-광주-광주,三足土器,세발토기,한국-백제,사회생활-의례생활-제례
국립1-광주-광주,靑磁象嵌雲鶴文梅甁,청자상감운학문매병,한국-고려,식-음식기-음식
국립1-광주-광주,粉靑沙器彫花文甁,분청사기조화문병,한국-조선,식-음식기-음식
국립1-광주-광주,三角形 石刀,세모 돌칼,한국-청동기,산업/생업-농업-수확탈곡
국립1-광주-광주,白磁四耳甁,백자 네귀 병,중국-원,식-음식기-음식
국립1-광주-광주,靑磁象嵌唐草文油甁,청자상감당초문유병,한국-고려,식-음식기-음식
국립1-광주-광주,靑磁退酒器,청자퇴주기,한국-고려,사회생활-의례생활-제례
국립1-광주-광주,靑銅淨甁,청동정병,한국-고려,식-음식기-음식
국립1-광주-광주,繪靑磁小甁,회청자소병,한국-고려,식-음식기-음식
국립1-광주-광주,靑磁象嵌蓮柳花蝶文梅甁,청자상감연유화접문매병,한국-고려,식-음식기-음식
국립1-광주-광주,靑磁素文대접,청자소문대접,한국-고려,식-음식기-음식
국립1-광주-광주,靑磁素文注子,청자주전자,한국-고려,식-음식기-음식
국립1-광주-광주,土器甁,토기병,한국-백제,식-음식기-음식
국립1-광주-광주,靑銅盤子,청동반자,한국-고려,
국립1-광주-광주,粉靑沙器柳葉文壺,분청사기유엽문호,한국-조선,식-음식기-저장운반
국립1-광주-광주,靑華白磁草花박쥐문甁,청화백자초화박쥐문병,한국-조선,식-음식기-음식
국립1-광주-광주,白磁떡쌀,백자떡살,한국-조선,식-가공-가공
국립1-광주-광주,靑磁象嵌草花鶴文甁,청자상감초화학문병,한국-고려,식-음식기-음식
국립1-광주-광주,靑磁象嵌菊唐草文대접,청자상감국당초문대접,한국-고려,식-음식기-음식
국립1-광주-광주,土器甁形壺,토기병형단지,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,蓋付兩耳壺,개부양이호,한국-삼국,
국립1-광주-광주,有孔廣口小壺,유공광구소호,한국-삼국,
국립1-광주-광주,長雲洞五層石塔,장운동5층석탑,한국-고려,종교신앙-불교-예배
국립1-광주-광주,靑磁象嵌菊花文角접시,청자상감국화문각접시,한국-고려,식-음식기-음식
국립1-광주-광주,靑磁素文大形壺,청자대형호,중국-원,식-음식기-저장운반
국립1-광주-광주,靑磁水注,청자수주,한국-고려,식-음식기-음식
국립1-광주-광주,靑磁花形접시,청자화형접시,한국-고려,식-음식기-음식
국립1-광주-광주,金銅釋迦如來立像,금동석가여래입상,한국-통일신라,종교신앙-불교-예배
국립1-광주-광주,粉靑沙器硯滴,분청사기연적,한국-조선,주-생활용품-문방구
국립1-광주-광주,간돌검,간돌검,한국-청동기,군사-근력무기-도검
국립1-광주-광주,粉靑沙器鐵繪葉文小甁,분청사기철회엽문소병,한국-조선,식-음식기-음식
국립1-광주-광주,粉靑沙器 뚜껑단지,분청사기 뚜껑단지,한국-조선,식-음식기-저장운반
국립1-광주-광주,靑磁鐵繪牡丹文梅甁,청자철화모란문매병,한국-고려,식-음식기-음식
국립1-광주-광주,靑磁鐵繪蓮唐草文廣口甁,청자철회연당초문광구병,한국-고려,식-음식기-음식
국립1-광주-광주,粉靑沙器彫花牡丹葉文甁,분청사기조화모란엽문병,한국-조선,식-음식기-음식
국립1-광주-광주,土製장군片,토제장군편,한국-백제,식-음식기-저장운반
국립1-광주-광주,뚜껑단지,토제뚜껑단지,한국-백제,식-음식기-저장운반
국립1-광주-광주,토기항아리,토기항아리,한국-백제,식-음식기-저장운반
국립1-광주-광주,土器목단지,토기목단지,한국-백제,식-음식기-저장운반
국립1-광주-광주,토기단지,토기단지,한국-백제,식-음식기-저장운반
국립1-광주-광주,鐵片,철편,한국-백제,산업/생업-임업-임산물생산
국립1-광주-광주,토기단지,토기단지,한국-백제,식-음식기-저장운반
국립1-광주-광주,無文土器,민무늬 토기 항아리,한국-청동기,식-음식기-저장운반
국립1-광주-광주,토기단지,토기단지,한국-백제,식-음식기-저장운반
국립1-광주-광주,粉靑沙器印花文甁,분청사기인화문병,한국-조선,식-음식기-음식
국립1-광주-광주,靑磁대접,청자대접,한국-고려,
국립1-광주-광주,靑磁蓮瓣文廣口甁,청자연판문광구병,한국-고려,식-음식기-음식
국립1-광주-광주,白磁鐵繪草文접시,백자철회초문접시,한국-조선,식-음식기-음식
국립1-광주-광주,靑磁陽刻花文花形접시,청자양각화문화형접시,한국-고려,식-음식기-음식
국립1-광주-광주,鄭枋肖像,정방초상,한국-조선,문화예술-서화-회화
국립1-광주-광주,토기단지,토기단지,한국-백제,식-음식기-저장운반
국립1-광주-광주,토기항아리,토기항아리,한국-백제,식-음식기-저장운반
국립1-광주-광주,토기항아리,토기항아리,한국-삼국,
국립1-광주-광주,토기구멍단지,토기구멍단지,한국-백제,사회생활-의례생활-상장
국립1-광주-광주,목걸이장식,목걸이장식,한국-백제,사회생활-의례생활-상장
국립1-광주-광주,토기바리,토기바리,한국-신석기,식-음식기-음식
국립1-광주-광주,흑요석기,흑요석기,한국-신석기,기타-용도불명-용도불명품
국립1-광주-광주,이음낚시바늘,이음낚시바늘,한국-신석기,산업/생업-어업-어로
국립1-광주-광주,靑華白磁牡丹文甁,청화백자모란문병,한국-조선,식-음식기-음식
국립1-광주-광주,銅戈,꺽창,한국-청동기,군사-근력무기-모극
국립1-광주-광주,銅모,투겁창,한국-청동기,군사-근력무기-모극
국립1-광주-광주,竿頭鈴,장대투겁,한국-청동기,종교신앙-민간신앙-동신신앙
국립1-광주-광주,竿頭鈴,장대투겁,한국-청동기,종교신앙-민간신앙-동신신앙
국립1-광주-광주,組合式雙頭鈴,조합식쌍두령,한국-청동기,종교신앙-기타-
